"id","MQ2","MQ7","MQ135","NO2","C2H5OH","VOC","CO","HMD","TMP","HI","RAWPM","DD","LAT","LON","time"
1046,3.47,4.81,8.25,6.09,56.28,55.74,81.58,61.64,32.0,48.56,,251.93,22.556973,88.4940996,"2024-04-22 09:27:45.070808"
1047,3.54,4.91,8.44,6.15,62.21,57.33,82.28,59.26,32.0,49.48,,253.43,22.556973,88.4940996,"2024-04-22 09:27:50.103812"
1048,5.22,4.41,9.48,6.3,61.74,51.23,81.13,59.58,32.0,46.58,,253.31,22.556973,88.4940996,"2024-04-22 09:27:55.133686"
1049,5.08,5.21,9.61,6.37,59.69,54.81,86.93,61.19,32.0,47.96,,252.2,22.556973,88.4940996,"2024-04-22 09:28:00.168873"
1050,5.49,4.04,8.49,5.89,59.12,51.0,85.39,59.25,32.0,47.79,,253.3,22.556973,88.4940996,"2024-04-22 09:28:05.199380"
1051,4.82,4.76,9.73,5.89,63.5,57.76,80.92,60.37,32.0,47.3,,252.77,22.556973,88.4940996,"2024-04-22 09:28:10.228236"
1052,4.47,4.84,9.05,6.23,60.39,51.76,86.16,60.47,32.0,47.31,,252.51,22.556973,88.4940996,"2024-04-22 09:28:15.258267"
1053,4.91,4.32,9.11,5.75,59.15,56.09,80.28,61.46,32.0,48.51,,253.4,22.556973,88.4940996,"2024-04-22 09:28:20.286052"
1054,3.57,5.33,9.37,5.5,60.26,50.98,82.37,59.81,32.0,49.67,,251.52,22.556973,88.4940996,"2024-04-22 09:28:25.320971"
1055,5.43,4.49,8.33,5.7,62.02,54.7,85.72,58.28,32.0,48.37,,251.99,22.556973,88.4940996,"2024-04-22 09:28:30.345056"
1056,4.85,4.69,8.28,5.57,61.88,51.85,87.85,62.28,32.0,48.68,,252.29,22.556973,88.4940996,"2024-04-22 09:28:35.378290"
1057,4.81,5.43,9.56,5.89,63.86,54.85,82.96,59.53,32.0,46.99,,251.63,22.556973,88.4940996,"2024-04-22 09:28:40.411471"
1058,4.17,5.25,9.75,5.6,60.68,50.73,86.17,60.76,32.0,49.2,,252.64,22.556973,88.4940996,"2024-04-22 09:28:45.435738"
1059,4.01,4.92,8.35,5.88,59.36,51.15,86.61,58.4,32.0,47.62,,252.85,22.556973,88.4940996,"2024-04-22 09:28:50.464907"
1060,5.21,5.0,8.97,5.59,54.03,50.87,86.64,61.04,32.0,49.78,,252.77,22.556973,88.4940996,"2024-04-22 09:28:55.492614"
1061,4.57,4.56,9.09,5.94,55.21,57.97,82.22,60.91,32.0,48.72,,251.88,22.556973,88.4940996,"2024-04-22 09:29:00.532641"
1062,4.65,4.52,8.3,5.64,54.94,55.18,84.21,61.15,32.0,47.37,,253.28,22.556973,88.4940996,"2024-04-22 09:29:07.654554"
1063,4.25,4.94,8.99,5.89,60.34,57.1,86.23,59.89,32.0,47.2,,252.76,22.556973,88.4940996,"2024-04-22 09:29:15.839108"
1064,3.37,5.37,9.75,6.45,61.87,56.49,84.06,61.93,32.0,46.23,,251.77,22.556973,88.4940996,"2024-04-22 09:29:24.403194"
1065,5.25,4.26,9.68,6.49,55.66,55.35,83.29,62.0,32.0,49.15,,253.5,22.556973,88.4940996,"2024-04-22 09:29:33.243187"
1066,5.19,5.27,9.66,6.32,61.66,51.25,81.81,62.11,32.0,49.91,,252.37,22.556973,88.4940996,"2024-04-22 09:29:42.444579"
1067,4.5,5.45,9.28,5.81,64.08,53.8,80.32,62.18,32.0,48.37,,253.41,22.556973,88.4940996,"2024-04-22 09:29:54.893377"
1068,4.16,4.88,8.55,5.68,64.67,57.14,82.21,59.81,32.0,48.4,,253.35,22.556973,88.4940996,"2024-04-22 09:30:02.609578"
1069,4.24,5.11,9.06,5.62,55.95,56.05,83.91,58.85,32.0,48.22,,251.5,22.556973,88.4940996,"2024-04-22 09:30:10.333107"
1070,4.2,5.38,8.4,5.96,65.76,57.34,83.93,59.78,32.0,49.16,,253.21,22.556973,88.4940996,"2024-04-22 09:30:18.532669"
1071,5.38,4.4,8.45,6.13,55.57,52.3,87.47,59.16,32.0,49.71,,251.88,22.556973,88.4940996,"2024-04-22 09:30:28.337666"
1072,4.41,4.27,9.79,5.99,61.02,57.33,85.55,62.21,32.0,47.5,,252.64,22.556973,88.4940996,"2024-04-22 09:30:37.326087"
1073,4.14,4.53,9.41,6.19,62.97,57.29,83.92,58.62,32.0,49.78,,253.23,22.556973,88.4940996,"2024-04-22 09:30:49.529725"
1074,5.48,4.29,8.66,6.11,62.08,50.56,80.87,61.53,32.0,46.63,,251.98,22.556973,88.4940996,"2024-04-22 09:30:57.783259"
1075,3.6,5.44,9.02,5.65,55.83,54.37,87.52,60.21,32.0,47.51,,252.12,22.556973,88.4940996,"2024-04-22 09:31:05.578167"
1076,5.23,4.69,8.39,6.55,55.59,55.14,81.48,58.33,32.0,47.43,,252.12,22.556973,88.4940996,"2024-04-22 09:31:22.952668"
1077,4.34,4.23,9.38,5.59,57.9,53.95,83.08,61.26,32.0,48.88,,253.14,22.556973,88.4940996,"2024-04-22 09:31:28.094152"
1078,3.75,5.11,9.47,5.92,61.63,57.6,80.11,61.65,32.0,46.8,,252.55,22.556973,88.4940996,"2024-04-22 09:31:33.124870"
1079,3.75,5.29,8.92,5.84,64.07,52.12,81.15,60.48,32.0,46.53,,252.76,22.556973,88.4940996,"2024-04-22 09:31:38.156276"
1080,4.11,5.4,9.27,6.22,56.94,56.1,84.14,61.69,32.0,49.1,,253.25,22.556973,88.4940996,"2024-04-22 09:31:43.188030"
1081,4.04,4.43,8.36,6.11,56.84,52.52,84.62,61.73,32.0,47.66,,252.84,22.556973,88.4940996,"2024-04-22 09:31:48.221634"
1082,3.98,4.29,9.26,6.54,65.84,51.12,85.18,58.74,32.0,47.86,,251.75,22.556973,88.4940996,"2024-04-22 09:31:53.257327"
1083,4.79,5.02,9.17,5.5,63.66,57.19,82.51,58.37,32.0,49.56,,253.06,22.556973,88.4940996,"2024-04-22 09:31:58.279751"
1084,5.43,4.79,8.56,5.74,58.64,55.43,80.15,60.91,32.0,46.91,,252.99,22.556973,88.4940996,"2024-04-22 09:32:03.317535"
1085,4.38,4.59,9.67,6.26,59.82,50.14,82.68,59.18,32.0,48.56,,252.78,22.556973,88.4940996,"2024-04-22 09:32:08.343698"
1086,4.74,5.2,8.65,5.98,57.28,50.47,87.04,58.7,32.0,46.54,,251.93,22.556973,88.4940996,"2024-04-22 09:32:13.380893"
1087,5.43,4.04,8.71,5.99,63.59,53.53,85.04,58.53,32.0,47.06,,251.88,22.556973,88.4940996,"2024-04-22 09:32:18.421669"
1088,3.9,4.55,8.96,6.36,65.33,55.08,84.45,58.4,32.0,48.67,,251.7,22.556973,88.4940996,"2024-04-22 09:32:23.453512"
1089,4.46,4.05,9.05,6.31,56.1,56.47,83.86,61.68,32.0,49.93,,252.47,22.556973,88.4940996,"2024-04-22 09:32:28.478981"
1090,4.56,4.96,8.99,6.48,55.33,56.37,83.78,60.65,32.0,49.33,,252.32,22.556973,88.4940996,"2024-04-22 09:32:33.500722"
1091,4.71,5.36,9.3,6.11,62.26,56.8,80.61,60.97,32.0,48.69,,251.96,22.556973,88.4940996,"2024-04-22 09:32:38.537364"
1092,5.35,4.04,8.52,5.84,55.11,52.62,82.19,61.06,32.0,47.89,,253.46,22.556973,88.4940996,"2024-04-22 09:32:43.568705"
1093,5.33,4.26,8.84,6.37,63.53,53.5,80.22,59.82,32.0,46.62,,252.96,22.556973,88.4940996,"2024-04-22 09:32:48.607426"
1094,3.73,4.85,9.12,5.56,59.52,52.01,84.07,60.48,32.0,47.67,,252.83,22.556973,88.4940996,"2024-04-22 09:32:53.643798"
1095,5.3,4.74,9.05,5.71,64.38,52.06,86.05,58.6,32.0,46.48,,253.38,22.556973,88.4940996,"2024-04-22 09:32:58.681493"
1096,5.26,4.86,9.47,5.83,65.72,52.71,82.45,61.82,32.0,46.85,,252.4,22.556973,88.4940996,"2024-04-22 09:33:03.713474"
1097,4.22,4.31,9.29,5.77,59.66,50.67,81.88,60.07,32.0,49.47,,252.08,22.556973,88.4940996,"2024-04-22 09:33:08.748283"
1098,4.51,5.37,8.73,5.78,56.34,54.82,85.5,59.12,32.0,47.96,,253.16,22.556973,88.4940996,"2024-04-22 09:33:13.780736"
1099,3.65,4.37,8.46,5.93,55.37,55.85,81.22,59.15,32.0,47.52,,253.22,22.556973,88.4940996,"2024-04-22 09:33:18.809771"
1100,4.43,4.02,8.69,6.35,54.29,52.26,83.16,62.08,32.0,47.27,,251.83,22.556973,88.4940996,"2024-04-22 09:33:23.833328"
1101,3.32,4.87,8.47,6.19,65.75,56.52,87.22,61.51,32.0,48.33,,253.07,22.556973,88.4940996,"2024-04-22 09:33:28.860255"
1102,5.19,4.06,8.81,6.5,58.89,50.16,85.18,59.72,32.0,49.94,,253.49,22.556973,88.4940996,"2024-04-22 09:33:33.892092"
1103,3.72,4.61,8.28,6.28,55.17,52.03,81.22,61.2,32.0,49.01,,252.18,22.556973,88.4940996,"2024-04-22 09:33:38.920410"
1104,3.87,4.83,8.97,6.45,54.34,51.52,84.8,60.91,32.0,49.32,,252.61,22.556973,88.4940996,"2024-04-22 09:33:43.948977"
1105,3.31,5.33,9.45,6.42,62.31,52.32,86.9,60.53,32.0,49.18,,252.07,22.556973,88.4940996,"2024-04-22 09:33:48.981341"
1106,4.29,5.2,9.08,6.04,58.12,50.83,80.01,60.74,32.0,46.2,,252.78,22.556973,88.4940996,"2024-04-22 09:33:54.013679"
1107,4.29,4.62,9.16,5.87,56.67,53.41,83.12,60.93,32.0,46.6,,252.86,22.556973,88.4940996,"2024-04-22 09:33:59.060050"
1108,3.5,5.07,9.54,6.51,55.92,53.2,83.15,59.33,32.0,49.51,,252.97,22.556973,88.4940996,"2024-04-22 09:34:04.092291"
1109,5.19,4.46,8.77,6.56,63.63,53.47,86.02,60.23,32.0,48.68,,252.44,22.556973,88.4940996,"2024-04-22 09:34:09.120084"
1110,5.49,5.42,8.23,6.31,65.59,56.6,85.28,60.94,32.0,47.46,,252.04,22.556973,88.4940996,"2024-04-22 09:34:14.150316"
1111,4.56,4.89,9.46,5.83,55.77,52.54,86.05,59.91,32.0,49.16,,252.73,22.556973,88.4940996,"2024-04-22 09:34:19.192822"
1112,5.21,4.55,8.31,6.54,64.31,51.93,81.8,59.5,32.0,48.37,,253.29,22.556973,88.4940996,"2024-04-22 09:34:24.225271"
1113,4.17,4.65,9.74,6.51,57.74,52.81,84.7,60.47,32.0,46.69,,253.46,22.556973,88.4940996,"2024-04-22 09:34:29.257014"
1114,4.19,4.01,9.7,6.13,56.73,53.99,83.61,59.89,32.0,47.36,,253.18,22.556973,88.4940996,"2024-04-22 09:34:34.286535"
1115,3.71,4.66,8.56,5.63,64.58,57.99,84.99,62.2,32.0,47.16,,253.21,22.556973,88.4940996,"2024-04-22 09:34:39.309535"
1116,3.24,4.42,8.41,6.45,63.1,52.67,83.53,60.63,32.0,47.62,,252.25,22.556973,88.4940996,"2024-04-22 09:34:44.333303"
1117,5.06,4.3,8.48,5.76,58.35,55.72,85.21,62.23,32.0,49.92,,252.79,22.556973,88.4940996,"2024-04-22 09:34:49.373627"
1118,5.07,4.51,9.8,5.81,61.76,52.16,86.4,58.35,32.0,49.22,,251.79,22.556973,88.4940996,"2024-04-22 09:34:54.401533"
1119,3.99,4.53,9.62,5.78,62.68,52.03,83.91,60.96,32.0,47.72,,251.64,22.556973,88.4940996,"2024-04-22 09:34:59.446873"
1120,4.18,4.07,8.72,6.04,61.26,57.24,86.73,59.0,32.0,49.15,,252.49,22.556973,88.4940996,"2024-04-22 09:35:04.486499"
1121,3.39,5.42,8.28,6.04,54.04,51.35,82.71,58.31,32.0,48.94,,251.57,22.556973,88.4940996,"2024-04-22 09:35:09.510414"
1122,4.22,4.08,8.79,5.57,59.88,51.26,87.49,59.75,32.0,48.33,,251.88,22.556973,88.4940996,"2024-04-22 09:35:14.566954"
1123,4.59,4.02,9.16,6.22,62.96,56.19,81.22,61.83,32.0,49.28,,253.17,22.556973,88.4940996,"2024-04-22 09:35:19.597788"
1124,4.36,4.48,9.72,5.97,65.68,52.54,83.17,58.23,32.0,48.76,,251.96,22.556973,88.4940996,"2024-04-22 09:35:24.641135"
1125,4.25,4.65,9.32,6.53,59.34,50.57,83.57,59.2,32.0,46.59,,252.07,22.556973,88.4940996,"2024-04-22 09:35:29.669912"
1126,5.5,4.36,8.9,6.24,58.23,51.91,83.83,58.22,32.0,48.04,,251.7,22.556973,88.4940996,"2024-04-22 09:35:34.715171"
1127,3.72,4.52,8.2,5.78,55.3,50.28,82.38,60.83,32.0,48.49,,253.0,22.556973,88.4940996,"2024-04-22 09:35:39.745738"
1128,5.14,4.48,8.82,6.14,57.9,52.95,87.22,60.62,32.0,48.36,,252.8,22.556973,88.4940996,"2024-04-22 09:35:44.785421"
1129,3.73,4.55,8.68,5.77,62.43,51.5,86.23,59.81,32.0,48.25,,252.68,22.556973,88.4940996,"2024-04-22 09:35:49.828448"
1130,4.05,5.11,8.24,5.86,58.37,50.68,80.11,61.73,32.0,49.23,,252.64,22.556973,88.4940996,"2024-04-22 09:35:54.861451"
1131,4.35,4.31,9.22,6.3,56.46,52.95,84.92,58.59,32.0,46.6,,251.73,22.556973,88.4940996,"2024-04-22 09:35:59.888729"
1132,5.42,4.35,8.42,5.56,55.92,50.9,85.52,61.85,32.0,48.9,,251.85,22.556973,88.4940996,"2024-04-22 09:36:04.918673"
1133,5.09,4.99,8.41,5.6,58.25,51.69,84.04,59.42,32.0,46.89,,253.37,22.556973,88.4940996,"2024-04-22 09:36:09.956641"
1134,5.26,4.93,9.06,6.19,64.12,54.51,81.62,61.34,32.0,49.39,,251.74,22.556973,88.4940996,"2024-04-22 09:36:14.993528"
1135,3.65,4.68,8.79,5.75,61.23,53.57,80.86,62.24,32.0,46.37,,253.3,22.556973,88.4940996,"2024-04-22 09:36:20.069342"
1136,3.66,4.47,9.42,5.9,60.14,56.06,86.33,60.63,32.0,48.05,,252.5,22.556973,88.4940996,"2024-04-22 09:36:25.155381"
1137,4.18,5.33,9.6,5.61,58.0,54.34,85.22,58.51,32.0,48.71,,252.97,22.556973,88.4940996,"2024-04-22 09:36:30.208906"
1138,3.37,5.49,9.51,6.55,54.04,57.19,83.98,62.04,32.0,49.06,,251.83,22.556973,88.4940996,"2024-04-22 09:36:35.234516"
1139,3.31,5.42,8.59,6.42,58.53,54.59,83.47,60.24,32.0,49.01,,252.18,22.556973,88.4940996,"2024-04-22 09:36:40.264704"
1140,4.09,4.4,9.3,5.82,58.01,55.91,81.19,59.16,32.0,49.42,,253.21,22.556973,88.4940996,"2024-04-22 09:36:45.295106"
1141,5.23,4.96,9.6,6.02,56.27,54.69,83.43,59.13,32.0,49.8,,252.42,22.556973,88.4940996,"2024-04-22 09:36:50.325763"
1142,3.25,4.68,8.57,6.16,63.85,56.81,82.11,61.84,32.0,47.8,,253.48,22.556973,88.4940996,"2024-04-22 09:36:55.354601"
1143,4.41,5.25,8.21,5.78,55.11,56.61,83.46,59.54,32.0,47.06,,252.23,22.556973,88.4940996,"2024-04-22 09:37:00.385820"
1144,4.59,4.56,9.55,6.34,54.78,53.22,84.76,62.23,32.0,48.33,,251.54,22.556973,88.4940996,"2024-04-22 09:37:05.416834"
1145,4.57,4.49,8.41,5.84,60.43,54.06,86.21,60.68,32.0,49.48,,253.5,22.556973,88.4940996,"2024-04-22 09:37:10.449108"
1146,3.45,5.04,9.66,6.38,56.71,57.2,85.9,60.92,32.0,46.48,,251.56,22.556973,88.4940996,"2024-04-22 09:37:15.479410"
1147,4.85,4.2,8.32,6.37,56.96,56.18,84.13,61.83,32.0,48.42,,253.1,22.556973,88.4940996,"2024-04-22 09:37:20.512311"
1148,3.47,5.23,9.37,5.75,65.16,56.35,86.57,61.87,32.0,46.78,,251.53,22.556973,88.4940996,"2024-04-22 09:37:25.543655"
1149,3.65,5.47,9.12,6.04,64.4,51.12,85.67,61.82,32.0,49.91,,252.1,22.556973,88.4940996,"2024-04-22 09:37:30.575675"
1150,3.36,5.38,8.8,6.4,58.08,53.85,81.4,61.82,32.0,46.66,,252.71,22.556973,88.4940996,"2024-04-22 09:37:35.603647"
1151,4.61,5.09,9.07,5.77,61.45,51.05,86.54,59.45,32.0,47.55,,252.36,22.556973,88.4940996,"2024-04-22 09:37:40.635900"
1152,4.85,4.8,8.25,5.67,60.06,51.08,81.74,58.79,32.0,49.96,,251.53,22.556973,88.4940996,"2024-04-22 09:37:45.667618"
1153,5.29,5.31,9.56,5.66,63.15,52.66,84.44,60.93,32.0,46.66,,252.44,22.556973,88.4940996,"2024-04-22 09:37:50.695041"
1154,4.63,4.3,8.65,5.92,61.94,50.79,80.04,59.2,32.0,47.0,,252.66,22.556973,88.4940996,"2024-04-22 09:37:55.726828"
1155,4.35,4.62,9.76,6.21,56.75,56.64,80.99,60.84,32.0,48.8,,251.57,22.556973,88.4940996,"2024-04-22 09:38:00.750085"
1156,3.85,4.92,9.34,5.57,57.05,53.15,81.88,58.88,32.0,46.74,,253.0,22.556973,88.4940996,"2024-04-22 09:38:05.776872"
1157,3.97,5.23,8.25,5.56,63.43,56.74,80.01,61.06,32.0,49.91,,252.85,22.556973,88.4940996,"2024-04-22 09:38:10.801069"
1158,4.25,4.41,8.92,6.26,63.5,57.82,87.67,62.11,32.0,48.66,,252.74,22.556973,88.4940996,"2024-04-22 09:38:15.824799"
1159,4.43,5.31,9.44,6.51,56.28,51.46,81.0,59.46,32.0,46.82,,253.44,22.556973,88.4940996,"2024-04-22 09:38:20.851740"
1160,4.48,5.14,9.14,6.34,61.04,53.13,84.92,58.25,32.0,48.37,,251.6,22.556973,88.4940996,"2024-04-22 09:38:25.888166"
1161,4.04,5.03,8.34,5.99,64.48,55.18,84.97,58.87,32.0,49.2,,252.87,22.556973,88.4940996,"2024-04-22 09:38:30.914874"
1162,3.4,4.41,9.15,5.51,59.72,52.88,87.43,59.77,32.0,47.28,,252.02,22.556973,88.4940996,"2024-04-22 09:38:35.941209"
1163,3.57,5.16,8.56,6.03,54.11,55.82,84.13,62.28,32.0,46.27,,251.76,22.556973,88.4940996,"2024-04-22 09:38:40.979486"
1164,4.17,4.61,8.21,6.36,54.39,56.34,82.04,60.51,32.0,49.97,,252.37,22.556973,88.4940996,"2024-04-22 09:38:46.007615"
1165,3.21,5.45,9.61,6.34,64.38,54.65,86.14,61.51,32.0,46.52,,253.24,22.556973,88.4940996,"2024-04-22 09:38:51.037839"
1166,3.31,4.16,9.69,6.02,62.82,51.8,87.61,62.05,32.0,48.75,,252.42,22.556973,88.4940996,"2024-04-22 09:38:56.270205"
1167,3.8,4.2,9.55,5.62,59.43,57.82,85.64,61.62,32.0,47.02,,253.12,22.556973,88.4940996,"2024-04-22 09:39:01.297115"
1168,4.13,4.23,8.53,6.48,59.98,50.89,86.3,59.61,32.0,46.36,,253.12,22.556973,88.4940996,"2024-04-22 09:39:06.330700"
1169,4.76,4.27,9.64,5.75,65.64,57.91,87.61,60.36,32.0,46.52,,253.4,22.556973,88.4940996,"2024-04-22 09:39:11.360790"
1170,4.8,5.26,8.38,6.27,56.76,50.11,85.71,62.0,32.0,49.82,,252.81,22.556973,88.4940996,"2024-04-22 09:39:16.389027"
1171,4.75,4.31,9.52,6.6,61.89,54.16,87.67,61.64,32.0,46.45,,251.81,22.556973,88.4940996,"2024-04-22 09:39:21.412902"
1172,4.95,5.06,8.58,6.48,58.01,57.27,87.79,59.55,32.0,47.55,,252.9,22.556973,88.4940996,"2024-04-22 09:39:26.445847"
1173,3.44,4.62,8.5,5.8,54.84,52.99,83.62,61.41,32.0,48.45,,251.54,22.556973,88.4940996,"2024-04-22 09:39:31.470615"
1174,3.56,5.44,8.8,5.83,54.32,51.78,81.45,60.27,32.0,46.73,,251.94,22.556973,88.4940996,"2024-04-22 09:39:36.501245"
1175,4.8,4.37,8.65,6.22,60.4,52.22,83.11,59.33,32.0,49.35,,251.73,22.556973,88.4940996,"2024-04-22 09:39:41.530666"
1176,3.88,4.53,9.53,5.95,59.6,57.55,84.88,59.46,32.0,46.65,,253.43,22.556973,88.4940996,"2024-04-22 09:39:46.557711"
1177,4.37,4.42,9.73,6.0,59.97,54.74,85.2,58.95,32.0,49.58,,252.15,22.556973,88.4940996,"2024-04-22 09:39:51.582704"
1178,5.5,5.4,8.85,6.46,61.35,53.68,87.02,61.16,32.0,47.43,,251.81,22.556973,88.4940996,"2024-04-22 09:39:56.610307"
1179,5.18,4.36,8.35,5.78,62.54,55.87,84.94,60.19,32.0,49.28,,253.31,22.556973,88.4940996,"2024-04-22 09:40:01.654367"
1180,3.35,4.92,8.24,6.34,62.8,51.55,86.54,61.39,32.0,49.33,,252.72,22.556973,88.4940996,"2024-04-22 09:40:06.680106"
1181,4.05,4.12,8.21,6.59,57.23,55.49,80.52,61.4,32.0,47.55,,251.87,22.556973,88.4940996,"2024-04-22 09:40:11.717167"
1182,3.28,5.47,8.29,6.07,57.4,51.66,85.54,61.4,32.0,47.82,,253.4,22.556973,88.4940996,"2024-04-22 09:40:16.746656"
1183,3.54,4.45,9.52,6.0,56.33,53.01,87.79,62.14,32.0,48.71,,252.76,22.556973,88.4940996,"2024-04-22 09:40:21.776917"
1184,3.54,5.43,8.95,5.51,60.92,57.07,81.43,59.82,32.0,46.37,,252.69,22.556973,88.4940996,"2024-04-22 09:40:26.804720"
1185,4.41,5.42,9.61,6.2,54.91,53.52,81.23,62.1,32.0,47.85,,251.53,22.556973,88.4940996,"2024-04-22 09:40:31.835035"
1186,5.13,4.7,8.79,6.47,56.71,53.83,85.91,61.17,32.0,47.34,,251.99,22.556973,88.4940996,"2024-04-22 09:40:36.860585"
1187,5.2,4.81,9.01,5.98,63.01,57.79,83.65,59.91,32.0,47.07,,252.85,22.556973,88.4940996,"2024-04-22 09:40:41.889645"
1188,3.34,4.38,8.99,6.09,59.1,53.98,87.73,58.71,32.0,47.6,,252.04,22.556973,88.4940996,"2024-04-22 09:40:46.915561"
1189,4.55,4.85,9.79,5.9,61.13,56.57,80.42,60.98,32.0,48.22,,251.53,22.556973,88.4940996,"2024-04-22 09:40:51.938891"
1190,4.78,5.15,9.41,5.74,58.79,56.84,87.97,59.65,32.0,49.28,,253.01,22.556973,88.4940996,"2024-04-22 09:40:56.964538"
1191,4.0,4.59,8.46,6.5,57.95,56.14,82.22,60.21,32.0,47.92,,251.84,22.556973,88.4940996,"2024-04-22 09:41:01.994586"
1192,3.53,4.76,8.6,5.74,65.59,50.79,87.9,62.24,32.0,49.78,,252.84,22.556973,88.4940996,"2024-04-22 09:41:07.037536"
1193,4.58,4.29,8.38,6.18,54.17,52.09,83.83,58.22,32.0,47.8,,251.78,22.556973,88.4940996,"2024-04-22 09:41:12.063577"
1194,4.87,4.43,9.33,5.91,61.26,57.7,85.79,59.13,32.0,49.0,,251.73,22.556973,88.4940996,"2024-04-22 09:41:17.086109"
1195,3.85,4.67,9.47,6.4,62.77,53.28,86.46,59.15,32.0,48.95,,253.29,22.556973,88.4940996,"2024-04-22 09:41:22.192403"
1196,4.55,4.34,8.62,5.77,54.15,55.95,80.18,60.18,32.0,47.53,,251.94,22.556973,88.4940996,"2024-04-22 09:41:27.233598"
1197,4.29,4.25,9.39,6.5,65.92,57.06,84.23,59.14,32.0,47.26,,253.11,22.556973,88.4940996,"2024-04-22 09:41:32.263485"
1198,3.48,5.23,8.74,5.59,59.57,56.88,84.89,61.25,32.0,49.8,,253.0,22.556973,88.4940996,"2024-04-22 09:41:37.300066"
1199,5.37,4.95,8.26,5.69,57.72,52.23,81.03,59.2,32.0,46.92,,252.63,22.556973,88.4940996,"2024-04-22 09:41:42.338586"
1200,5.21,4.46,9.45,6.28,62.0,53.44,82.09,60.34,32.0,49.41,,252.9,22.556973,88.4940996,"2024-04-22 09:41:47.367347"
1201,3.94,4.23,8.34,5.78,65.75,57.21,83.63,61.54,32.0,48.56,,251.56,22.556973,88.4940996,"2024-04-22 09:41:52.403734"
1202,4.11,5.05,9.06,6.05,59.96,55.49,82.14,60.19,32.0,49.77,,252.33,22.556973,88.4940996,"2024-04-22 09:41:57.452503"
1203,4.98,4.82,8.27,6.41,65.13,54.19,81.99,61.29,32.0,46.97,,252.42,22.556973,88.4940996,"2024-04-22 09:42:02.490556"
1204,4.5,4.62,9.41,6.5,55.9,56.06,85.12,60.56,32.0,47.49,,253.2,22.556973,88.4940996,"2024-04-22 09:42:07.527302"
1205,5.06,4.1,8.65,6.39,58.95,54.84,84.95,60.53,32.0,47.64,,252.73,22.556973,88.4940996,"2024-04-22 09:42:12.559454"
1206,5.35,4.1,8.56,6.02,56.02,56.57,85.65,61.46,32.0,46.86,,253.29,22.556973,88.4940996,"2024-04-22 09:42:17.591090"
1207,3.43,4.68,9.2,5.86,56.63,56.6,81.61,58.23,32.0,49.81,,252.17,22.556973,88.4940996,"2024-04-22 09:42:22.638811"
1208,3.25,5.4,9.44,6.47,60.09,52.39,84.3,61.84,32.0,47.87,,252.99,22.556973,88.4940996,"2024-04-22 09:42:27.671646"
1209,4.37,5.17,9.76,5.52,63.31,52.52,83.01,59.92,32.0,49.79,,252.61,22.556973,88.4940996,"2024-04-22 09:42:32.705623"
1210,4.93,4.76,9.55,5.89,62.62,55.87,84.56,61.06,32.0,46.36,,252.04,22.556973,88.4940996,"2024-04-22 09:42:37.745166"
1211,5.2,4.38,8.84,6.0,57.32,53.24,82.57,59.21,32.0,49.14,,253.14,22.556973,88.4940996,"2024-04-22 09:42:42.779608"
1212,5.24,4.79,8.4,5.82,60.65,51.7,87.33,59.85,32.0,49.87,,252.69,22.556973,88.4940996,"2024-04-22 09:42:47.819075"
1213,4.19,4.99,8.35,5.92,63.68,56.79,83.04,59.7,32.0,47.27,,253.39,22.556973,88.4940996,"2024-04-22 09:42:52.860322"
1214,5.15,4.47,9.68,5.92,63.73,56.35,82.72,60.73,32.0,49.51,,252.99,22.556973,88.4940996,"2024-04-22 09:42:57.895115"
1215,4.69,4.81,9.31,6.03,65.54,54.4,85.74,58.53,32.0,47.14,,252.43,22.556973,88.4940996,"2024-04-22 09:43:02.923160"
1216,5.3,4.26,9.45,5.56,58.69,57.87,86.52,59.93,32.0,47.21,,252.36,22.556973,88.4940996,"2024-04-22 09:43:07.958024"
1217,4.0,4.39,9.43,5.79,60.72,53.03,85.44,59.52,32.0,49.6,,252.29,22.556973,88.4940996,"2024-04-22 09:43:12.989429"
1218,4.36,4.78,9.09,6.04,66.0,52.64,80.49,60.16,32.0,47.32,,252.87,22.556973,88.4940996,"2024-04-22 09:43:18.017800"
1219,4.63,5.47,8.75,6.43,62.02,54.22,81.02,58.33,32.0,49.84,,253.32,22.556973,88.4940996,"2024-04-22 09:43:23.065557"
1220,3.87,4.6,8.84,6.58,61.68,52.83,85.88,60.63,32.0,46.23,,253.49,22.556973,88.4940996,"2024-04-22 09:43:28.097236"
1221,4.73,4.61,9.42,5.67,58.17,51.85,83.44,60.6,32.0,48.55,,251.82,22.556973,88.4940996,"2024-04-22 09:43:33.135595"
1222,3.85,4.43,9.0,6.51,56.57,57.49,80.48,61.37,32.0,46.69,,253.05,22.556973,88.4940996,"2024-04-22 09:43:38.173534"
1223,4.43,5.26,9.16,5.52,56.17,52.45,84.62,59.42,32.0,46.55,,253.24,22.556973,88.4940996,"2024-04-22 09:43:43.205547"
1224,3.22,4.55,8.36,6.26,57.03,56.26,80.2,61.15,32.0,48.86,,252.33,22.556973,88.4940996,"2024-04-22 09:43:48.244848"
1225,4.63,4.95,8.73,6.14,54.51,57.6,81.64,58.56,32.0,47.43,,252.16,22.556973,88.4940996,"2024-04-22 09:43:53.289771"
